long,lat,provincia
0.504034767846185,0.603321504621616,ALAJUELA
0.44598546169128,0.60368108629308,ALAJUELA
0.518163961787817,0.62955144066832,ALAJUELA
0.504034767846185,0.603321504621616,ALAJUELA
0.488361144699616,0.582190922046695,ALAJUELA
0.510402431919787,0.626100864566981,ALAJUELA
0.503460680933944,0.625729759979512,ALAJUELA
0.504685515362999,0.585979849495156,ALAJUELA
0.510402431919787,0.597205985573161,ALAJUELA
0.512036195208388,0.603361519892628,ALAJUELA
0.471236082838941,0.581508365266508,ALAJUELA
0.494889163918187,0.610940523376032,ALAJUELA
0.468790968996547,0.590839926466752,ALAJUELA
0.514078546505022,0.714414086027497,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.419550567444955,0.621242825410112,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.412236916468789,0.647216515517625,ALAJUELA
0.404114145966934,0.640143371751945,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.397212677432967,0.766079803196005,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.424640162280026,0.63114286281698,ALAJUELA
0.433983305154724,0.642389043581669,ALAJUELA
0.368290713621296,0.656428660774838,ALAJUELA
0.390907544119278,0.735695059329308,ALAJUELA
0.406165793214,0.698950036339794,ALAJUELA
0.472866344652876,0.624813780785082,ALAJUELA
0.486321613174617,0.639511463930531,ALAJUELA
0.472866344652876,0.624813780785082,ALAJUELA
0.437033957208324,0.637936381350868,ALAJUELA
0.480063858221635,0.608116001010163,ALAJUELA
0.472338706506298,0.615006186064489,ALAJUELA
0.472450257911494,0.631869658702343,ALAJUELA
0.406956692676839,0.575566727391076,ALAJUELA
0.424021454805705,0.582451836434171,ALAJUELA
0.38828524946163,0.583148954326866,ALAJUELA
0.378551335817232,0.575083987607715,ALAJUELA
0.454558837897124,0.589447395035498,ALAJUELA
0.435406887004034,0.586352436129699,ALAJUELA
0.44604405716551,0.592111337600838,ALAJUELA
0.436220406612927,0.595621121482806,ALAJUELA
0.455755753488375,0.578726896368155,ALAJUELA
0.44598546169128,0.60368108629308,ALAJUELA
0.455755753488375,0.599356806390113,ALAJUELA
0.439474856886517,0.574927224078403,ALAJUELA
0.451684158185223,0.633507913538559,ALAJUELA
0.447386423394536,0.624778026399408,ALAJUELA
0.451684158185223,0.633507913538559,ALAJUELA
0.456162978090342,0.642197859509051,ALAJUELA
0.457791907484719,0.636999097729741,ALAJUELA
0.451684158185223,0.633507913538559,ALAJUELA
0.452501768012306,0.615294073708722,ALAJUELA
0.434724347336742,0.61991583751073,ALAJUELA
0.434724347336742,0.61991583751073,ALAJUELA
0.434724347336742,0.61991583751073,ALAJUELA
0.434724347336742,0.61991583751073,ALAJUELA
0.440288531427917,0.608955914138492,ALAJUELA
0.434724347336742,0.61991583751073,ALAJUELA
0.431690025169406,0.616604055117923,ALAJUELA
0.494073010456673,0.626441364882361,ALAJUELA
0.497133702136739,0.641610709509288,ALAJUELA
0.491420844811637,0.631401257724429,ALAJUELA
0.487545301103116,0.610060076260214,ALAJUELA
0.503868959076964,0.640695137877803,ALAJUELA
0.406956692676839,0.567317468118203,ALAJUELA
0.401678018209958,0.564842412452515,ALAJUELA
0.41759916153006,0.567879386266522,ALAJUELA
0.398024461797777,0.558212363710951,ALAJUELA
0.38382322424029,0.561062340235325,ALAJUELA
0.435399512216692,0.718602054650782,ALAJUELA
0.423067752264282,0.731541955863452,ALAJUELA
0.4276409570528,0.699389685604462,ALAJUELA
0.466346165019171,0.736658908644247,ALAJUELA
0.484702940312221,0.729734043688376,ALAJUELA
0.484282298555124,0.765301469123624,ALAJUELA
0.371254355578839,0.770753586850329,ALAJUELA
0.390094644240412,0.724416829296632,ALAJUELA
0.450958020510399,0.753989596622355,ALAJUELA
0.336676084807202,0.803442543406195,ALAJUELA
0.421481026484875,0.804371823973119,ALAJUELA
0.366073288591509,0.796451690304329,ALAJUELA
0.380984302951059,0.737372292003585,ALAJUELA
0.448963295466483,0.666484201971004,ALAJUELA
0.445808993565557,0.675730100850339,ALAJUELA
0.444572663144471,0.679696429333624,ALAJUELA
0.443340237022565,0.664939760714607,ALAJUELA
0.452359849835693,0.675875674924237,ALAJUELA
0.438362317538697,0.682295198878861,ALAJUELA
0.44110226794232,0.684378401298036,ALAJUELA
0.462679563289882,0.630701916761122,ALAJUELA
0.465123871483238,0.628586479818076,ALAJUELA
0.48611003734276,0.691354582133863,ALAJUELA
0.494073010456673,0.626441364882361,ALAJUELA
0.46609923358917,0.62805086800533,ALAJUELA
0.255715204552586,0.930115404041601,ALAJUELA
0.187296017797653,0.898589558029849,ALAJUELA
0.255715204552586,0.930115404041601,ALAJUELA
0.255715204552586,0.930115404041601,ALAJUELA
0.255715204552586,0.930115404041601,ALAJUELA
0.154956676687801,0.942023096518019,ALAJUELA
0.255715204552586,0.930115404041601,ALAJUELA
0.245853006792211,0.907106882567332,ALAJUELA
0.349381294075003,0.980409746000844,ALAJUELA
0.32384829293969,0.92806417678806,ALAJUELA
0.353493078870529,0.912350772680062,ALAJUELA
0.358657599066089,0.862949327032064,ALAJUELA
0.316016113848371,0.845872847178419,ALAJUELA
0.31242759810272,0.872557030653476,ALAJUELA
0.288507568313536,0.810974677150865,ALAJUELA
0.287150607442329,0.872194077324917,ALAJUELA
0.503460680933944,0.723959951234723,ALAJUELA
0.59554673776127,0.545943644567171,CARTAGO
0.593495462352222,0.546502413365456,CARTAGO
0.594439528091695,0.547482935709983,CARTAGO
0.588163212224346,0.561547599498712,CARTAGO
0.596367291305987,0.546955438104971,CARTAGO
0.588759640404126,0.545051229921226,CARTAGO
0.555382499387938,0.521067225062483,CARTAGO
0.60375400845256,0.566360806731576,CARTAGO
0.59841887658005,0.54022068273759,CARTAGO
0.598044125831596,0.575652278558454,CARTAGO
0.573199954623368,0.539472508323176,CARTAGO
0.611794199928066,0.537842664104108,CARTAGO
0.632674391952655,0.548981396455892,CARTAGO
0.611794199928066,0.537842664104108,CARTAGO
0.631685271840084,0.532811484797754,CARTAGO
0.606491665855076,0.53923415810241,CARTAGO
0.574224430334087,0.562876180598699,CARTAGO
0.569307337352552,0.560920878842059,CARTAGO
0.565917692973164,0.561240185884272,CARTAGO
0.577543890287703,0.563411421899676,CARTAGO
0.572585275394233,0.569092256541163,CARTAGO
0.59841887658005,0.54022068273759,CARTAGO
0.572627757887713,0.57564334922483,CARTAGO
0.559681721530694,0.557262556792044,CARTAGO
0.648980201701674,0.557897021144662,CARTAGO
0.656775971653797,0.543062730310115,CARTAGO
0.662057775757319,0.526889076483114,CARTAGO
0.669539528503817,0.562849022086058,CARTAGO
0.686845551532921,0.542905003450206,CARTAGO
0.690555999161752,0.585545832009371,CARTAGO
0.654306595380773,0.584304765789137,CARTAGO
0.680044913074649,0.588618412004344,CARTAGO
0.686433338104219,0.560924065243269,CARTAGO
0.704992207359684,0.544551891210631,CARTAGO
0.707880738037731,0.531629107641672,CARTAGO
0.664186052622453,0.570692015204617,CARTAGO
0.70004146303758,0.583783640986545,CARTAGO
0.669539528503817,0.562849022086058,CARTAGO
0.726997612211183,0.417136858451462,CARTAGO
0.6300411280735,0.565786328234301,CARTAGO
0.6300411280735,0.555489213364981,CARTAGO
0.63684520603343,0.568449270417866,CARTAGO
0.600470678759622,0.547896500946139,CARTAGO
0.609911800951884,0.557473192732515,CARTAGO
0.600470678759622,0.547896500946139,CARTAGO
0.600470678759622,0.547896500946139,CARTAGO
0.619945849849265,0.56720668509938,CARTAGO
0.587342999531142,0.539943428781117,CARTAGO
0.582422467047944,0.533873334475497,CARTAGO
0.575327611758471,0.539982703028593,CARTAGO
0.563367534890877,0.51704239277093,CARTAGO
0.123983902264606,0.832541203872766,GUANACASTE
0.11136966936504,0.870219768314545,GUANACASTE
0.124177846777141,0.830831847828149,GUANACASTE
0.0511967653067182,0.829940322410449,GUANACASTE
0.133343096147054,0.864108250793191,GUANACASTE
0.120155581984286,0.650979840602873,GUANACASTE
0.145340728654396,0.63452537590642,GUANACASTE
0.165622850214628,0.594420922710652,GUANACASTE
0.168560339564955,0.66620991210868,GUANACASTE
0.0966037957782553,0.553703605998378,GUANACASTE
0.059547348567183,0.589906681423903,GUANACASTE
0.104384196425663,0.609090224654623,GUANACASTE
0.0794598631381996,0.694107299318969,GUANACASTE
0.0794598631381996,0.694107299318969,GUANACASTE
0.0397774648623145,0.688997571517663,GUANACASTE
0.0380687762132242,0.750790931472514,GUANACASTE
0.0508324260227479,0.738848262685137,GUANACASTE
0.0457114418617158,0.94842020451064,GUANACASTE
0.0798166417158175,0.69072726865838,GUANACASTE
0.080112407872096,0.694401485663269,GUANACASTE
0,0.707762325296291,GUANACASTE
0.181785719232486,0.791992766424638,GUANACASTE
0.197830250801333,0.847857715774197,GUANACASTE
0.191410622364809,0.858383769865359,GUANACASTE
0.232779151116734,0.849813165735546,GUANACASTE
0.11136966936504,0.548826114973655,GUANACASTE
0.0830466746262709,0.787977308080832,GUANACASTE
0.0599030736037527,0.789123115725349,GUANACASTE
0.0778659794769576,0.748071708551293,GUANACASTE
0.231572846615544,0.755787838440269,GUANACASTE
0.232980222524601,0.79807712543335,GUANACASTE
0.235694763997043,0.728353220429011,GUANACASTE
0.199836874661802,0.734054099757181,GUANACASTE
0.232113158241213,0.755567161630868,GUANACASTE
0.273037960292472,0.701628243608227,GUANACASTE
0.282959125365094,0.702908621127114,GUANACASTE
0.268422489915984,0.698317424546019,GUANACASTE
0.273410015215301,0.70137136779903,GUANACASTE
0.26941083536602,0.766503224045205,GUANACASTE
0.2775771109159,0.757054321767833,GUANACASTE
0.28452880856871,0.783087404911859,GUANACASTE
0.272131109341228,0.773848064090829,GUANACASTE
0.264475150483618,0.752197208890385,GUANACASTE
0.252896858300307,0.808877358233305,GUANACASTE
0.26941083536602,0.766503224045205,GUANACASTE
0.182387105252498,0.593850630996362,GUANACASTE
0.182387105252498,0.593850630996362,GUANACASTE
0.182387105252498,0.593850630996362,GUANACASTE
0.182387105252498,0.593850630996362,GUANACASTE
0.182387105252498,0.593850630996362,GUANACASTE
0.157647141648624,0.531447593926215,GUANACASTE
0.0651204257842769,0.994169849115751,GUANACASTE
0.0641671260673708,0.996134969434261,GUANACASTE
0.090621355890594,1,GUANACASTE
0.0457114418617158,0.94842020451064,GUANACASTE
0.130544860134211,0.618742797251217,GUANACASTE
0.142140504758331,0.597365157428968,GUANACASTE
0.110948686756434,0.547231728730846,GUANACASTE
0.148941669987127,0.605001627287688,GUANACASTE
0.130502656519245,0.629803240466287,GUANACASTE
0.533287822425779,0.596727099112194,HEREDIA
0.533287822425779,0.596727099112194,HEREDIA
0.533287822425779,0.596727099112194,HEREDIA
0.533287822425779,0.596727099112194,HEREDIA
0.524293773476339,0.659894094398099,HEREDIA
0.532061097820138,0.604489172460483,HEREDIA
0.527687074262901,0.608245309617418,HEREDIA
0.532061097820138,0.604489172460483,HEREDIA
0.527972645860202,0.602512047560669,HEREDIA
0.533964226765784,0.60404933793993,HEREDIA
0.53574148854257,0.628663323958891,HEREDIA
0.542222904062972,0.59027356217721,HEREDIA
0.54801471499375,0.594353267261699,HEREDIA
0.5545637120738,0.590089640135257,HEREDIA
0.562548406725221,0.600488979201544,HEREDIA
0.546377822068504,0.590263336052395,HEREDIA
0.53983167574659,0.586277444547727,HEREDIA
0.552926230405026,0.594248931147649,HEREDIA
0.542222904062972,0.59027356217721,HEREDIA
0.52133521330503,0.611180318592695,HEREDIA
0.51759232280919,0.608465541812698,HEREDIA
0.519786074151876,0.604843529916009,HEREDIA
0.525924995871823,0.613361854835267,HEREDIA
0.522230227412721,0.624853759004918,HEREDIA
0.52133521330503,0.611180318592695,HEREDIA
0.53983167574659,0.602777667447607,HEREDIA
0.537786473691825,0.60333669560413,HEREDIA
0.53799098460135,0.600495722515733,HEREDIA
0.542776261005745,0.611300920173388,HEREDIA
0.549242462153939,0.608251608317485,HEREDIA
0.553316040593185,0.60417386694537,HEREDIA
0.553316040593185,0.60417386694537,HEREDIA
0.549740818056653,0.609766038120622,HEREDIA
0.553316040593185,0.60417386694537,HEREDIA
0.51297505521562,0.589992010284221,HEREDIA
0.512053547649196,0.592915459292316,HEREDIA
0.517755373779784,0.589833394196066,HEREDIA
0.521432944730584,0.599554622623389,HEREDIA
0.523476349568267,0.603122280443618,HEREDIA
0.520207025773982,0.597001574230402,HEREDIA
0.543922730572648,0.597533851437229,HEREDIA
0.538195495510875,0.592498559450243,HEREDIA
0.564391514817572,0.765623406799394,HEREDIA
0.528790255687285,0.74620114283614,HEREDIA
0.585702698090737,0.721643067043067,HEREDIA
0.566326900711224,0.764119721837548,HEREDIA
0.585317133053279,0.865193813224128,HEREDIA
0.867401788361139,0.594196244374149,LIMON
0.892480465412292,0.50016598927235,LIMON
0.621822516322681,0.67532520558957,LIMON
0.778180309646249,0.471750515455972,LIMON
0.636434820808314,0.676464418124606,LIMON
0.640730603449411,0.65940094323404,LIMON
0.636618539775372,0.701868298183128,LIMON
0.690143692773546,0.745113616692829,LIMON
0.690143692773546,0.778258117468236,LIMON
0.68354796804932,0.853113091751755,LIMON
0.690143692773546,0.745113616692829,LIMON
0.722329774647261,0.633777349696713,LIMON
0.735136402734284,0.635022936160526,LIMON
0.702929250039593,0.631651575475322,LIMON
0.722329774647261,0.633777349696713,LIMON
0.722329774647261,0.633777349696713,LIMON
0.69303002340999,0.629817801578795,LIMON
0.925931447261422,0.458744996609076,LIMON
1,0.412741329135385,LIMON
0.928226183612309,0.499150712923925,LIMON
0.785028760276245,0.434451355065281,LIMON
0.790175339287469,0.625971185447957,LIMON
0.775262496724336,0.628393406135437,LIMON
0.804237478439978,0.607538669572269,LIMON
0.667507464725663,0.676223733679697,LIMON
0.687670040363326,0.665552587179937,LIMON
0.692617655048784,0.659241512019994,LIMON
0.69110576167036,0.703859798939565,LIMON
0.686553379810813,0.710107183126479,LIMON
0.313390007851047,0.589206673539413,PUNTARENAS
0.313390007851047,0.589206673539413,PUNTARENAS
0.288965920642888,0.613663414363763,PUNTARENAS
0.221121626449233,0.556288259045229,PUNTARENAS
0.266187371593875,0.530758886650668,PUNTARENAS
0.19773633071546,0.485092903602916,PUNTARENAS
0.308285632454789,0.67528067007498,PUNTARENAS
0.351810325923148,0.601390841897589,PUNTARENAS
0.314602013868504,0.699294723438159,PUNTARENAS
0.221121626449233,0.490342944211005,PUNTARENAS
0.331578712360268,0.592481367704179,PUNTARENAS
0.211479959619629,0.63494561035441,PUNTARENAS
0.312542341117565,0.588267648512973,PUNTARENAS
0.34262608182785,0.590600612915388,PUNTARENAS
0.353493078870529,0.683868391848504,PUNTARENAS
0.363602734831434,0.593967008742892,PUNTARENAS
0.365462420702054,0.586780932990131,PUNTARENAS
0.380984302951059,0.600832554764604,PUNTARENAS
0.382200925957225,0.591004507794382,PUNTARENAS
0.37490788100452,0.610914254091635,PUNTARENAS
0.363602734831434,0.593967008742892,PUNTARENAS
0.777747211315576,0.288888841134038,PUNTARENAS
0.777747211315576,0.288888841134038,PUNTARENAS
0.825430324264129,0.232317992762868,PUNTARENAS
0.780514367867467,0.291527514796758,PUNTARENAS
0.752891420169305,0.268676720182398,PUNTARENAS
0.777747211315576,0.288888841134038,PUNTARENAS
0.817874854630701,0.203897479986436,PUNTARENAS
0.867320541754356,0.239710628826646,PUNTARENAS
0.776415504443047,0.290964818573725,PUNTARENAS
0.344524283919767,0.617018620735854,PUNTARENAS
0.344524283919767,0.617018620735854,PUNTARENAS
